node_id,pagerank,community
Sriram Raghavan,0.9612404689154856,2747
Fritz Lang,0.9612404689154856,2748
Gary David Goldberg,0.9612404689154856,2749
Ernest R. Dickerson,0.9612404689154856,2750
Tom Mankiewicz,0.9612404689154856,2755
Bob Spiers,0.9612404689154856,2758
Jay Russell,0.9612404689154856,2759
Paddy Considine,0.9612404689154856,2771
Joe Penna,0.9612404689154856,2772
Garth Jennings,0.9612404689154856,2777
William Lustig,0.9612404689154856,2778
Kevin Tancharoen,0.9612404689154856,2780
Danis Tanovic,0.9612404689154856,2784
Scott Glosserman,0.9612404689154856,2787
Chris Stokes,0.9612404689154856,2790
Kiyoshi Kurosawa,0.9612404689154856,2792
Sidney Poitier,0.9612404689154856,2793
Todd Lincoln,0.9612404689154856,2796
David Hogan,0.9612404689154856,2806
Robert Mandel,0.9612404689154856,2809
Jaume Balagueró,0.9612404689154856,2825
Michael Katleman,0.9612404689154856,2827
Joshua Marston,0.9612404689154856,2831
Richard Rich,0.9612404689154856,2832
Paul Grimault,0.9612404689154856,2836
Jonathan Kaplan,0.9612404689154856,2837
Nikkhil Advani,0.9612404689154856,2838
David Farr,0.9612404689154856,2852
Greg Beeman,0.9612404689154856,2857
Emir Kusturica,0.9612404689154856,2858
Moustapha Akkad,0.9612404689154856,2860
Paul Cox,0.9612404689154856,2862
Justin Kerrigan,0.9612404689154856,2872
Bill Forsyth,0.9612404689154856,2874
Fraser C. Heston,0.9612404689154856,2876
Fred Walton,0.9612404689154856,2880
James Yukich,0.9612404689154856,2881
Pella Kagerman,0.9612404689154856,2882
Anurag Basu,0.9612404689154856,2884
Rowdy Herrington,0.9612404689154856,2885
Nelson McCormick,0.9612404689154856,2894
Bob Odenkirk,0.9612404689154856,2902
Evelyn Purcell,0.9612404689154856,2909
Yves Robert,0.9612404689154856,2912
Woo-Ping Yuen,0.9612404689154856,2916
Perry Andelin Blake,0.9612404689154856,2920
Sebastian Gutierrez,0.9612404689154856,2932
Ryan Little,0.9612404689154856,2934
Marshall Herskovitz,0.9612404689154856,2938
Jimmy T. Murakami,0.9612404689154856,2939
Byeong-heon Lee,0.9612404689154856,2945
Daniel Petrie,0.9612404689154856,2954
Hu Guan,0.9612404689154856,2956
Vishal Bhardwaj,0.9612404689154856,2957
Mark Pavia,0.9612404689154856,2958
Craig R. Baxley,0.9612404689154856,2961
Leos Carax,0.9612404689154856,2965
Joey Soloway,0.9612404689154856,2968
Damian Nieman,0.9612404689154856,2969
Darren Grant,0.9612404689154856,2970
George Bowers,0.9612404689154856,2973
Willard Carroll,0.9612404689154856,2976
Aniruddha Roy Chowdhury,0.9612404689154856,2977
John Derek,0.9612404689154856,2985
Carlos Reygadas,0.9612404689154856,2988
Frank Perry,0.9612404689154856,2989
Nishikant Kamat,0.9612404689154856,2993
Rob Sitch,0.9612404689154856,2996
Christopher Erskin,0.9612404689154856,2999
Teng Cheng,0.9612404689154856,3002
Stewart Raffill,0.9612404689154856,3005
Robert Townsend,0.9612404689154856,3011
Sam Peckinpah,0.9612404689154856,3012
Art Linson,0.9612404689154856,3015
Pernille Fischer Christensen,0.9612404689154856,3016
Abbas Kiarostami,0.9612404689154856,3018
John R. Cherry III,0.9612404689154856,3021
Tom Brady,0.9612404689154856,3022
Elaine May,0.9612404689154856,3024
Jeremy Kagan,0.9612404689154856,3032
Mel Damski,0.9612404689154856,3034
Ariel Vromen,0.9612404689154856,3039
James Signorelli,0.9612404689154856,3040
Ruben Östlund,0.9612404689154856,3050
Philippe Mora,0.9612404689154856,3055
Éric Rohmer,0.9612404689154856,3057
Brian G. Hutton,0.9612404689154856,3062
Thomas J. Wright,0.9612404689154856,3065
Anne Fontaine,0.9612404689154856,3070
Mario Van Peebles,0.9612404689154856,3071
Barnet Kellman,0.9612404689154856,3075
Joan Freeman,0.9612404689154856,3077
Peter Manoogian,0.9612404689154856,3082
Haruki Kadokawa,0.9612404689154856,3100
"Pete Docter, Ronnie Del Carmen",0.9612404689154856,3139
"Pete Docter, Bob Peterson",0.9612404689154856,3144
"Andrew Stanton, Lee Unkrich",0.9612404689154856,3148
"Chad Stahelski, David Leitch",0.9612404689154856,3150
"Lee Unkrich, Adrian Molina",0.9612404689154856,3151
"Pete Docter, David Silverman, Lee Unkrich",0.9612404689154856,3154
"Andrew Adamson, Vicky Jenson",0.9612404689154856,3172
"Don Hall, Chris Williams",0.9612404689154856,3181
Pierre Coffin,0.9612404689154856,3186
"Chris Renaud, Pierre Coffin",0.9612404689154856,3187
"Andrew Stanton, Angus MacLane",0.9612404689154856,3220
Thea Sharrock,0.9612404689154856,3221
"Nathan Greno, Byron Howard",0.9612404689154856,3242
"Pierre Coffin, Kyle Balda",0.9612404689154856,3255
Lenny Abrahamson,0.9612404689154856,3293
Wolfgang Reitherman,0.9612404689154856,3321
Tom Ford,0.9612404689154856,3346
"Phil Johnston, Rich Moore",0.9612404689154856,3355
"Kirk DeMicco, Chris Sanders",0.9612404689154856,3377
"Dean DeBlois, Chris Sanders",0.9612404689154856,3443
John Sturges,0.9612404689154856,3444
"Mike Gabriel, Eric Goldberg",0.9612404689154856,3468
Cedric Nicolas-Troyan,0.9612404689154856,3513
Chris Weitz,0.9612404689154856,3537
Tim Hill,0.9612404689154856,3544
Harmony Korine,0.9612404689154856,3596
Chris Miller,0.9612404689154856,3599
Joel Crawford,0.9612404689154856,3605
Marco Brambilla,0.9612404689154856,3629
Ericson Core,0.9612404689154856,3645
Gary Dauberman,0.9612404689154856,3647
David Hackl,0.9612404689154856,3664
"Kyle Balda, Brad Ableson, Jonathan del Val",0.9612404689154856,1140
Cody Cameron,0.9612404689154856,1211
James Ponsoldt,0.9612404689154856,1255
Aaron Schneider,0.9612404689154856,1319
Jim Gillespie,0.9612404689154856,1333
Albert Hughes,0.9612404689154856,1375
Steve Box,0.9612404689154856,1376
Peter Landesman,0.9612404689154856,1381
Dorota Kobiela,0.9612404689154856,1383
F. Javier Gutiérrez,0.9612404689154856,1400
Clark Johnson,0.9612404689154856,1410
"John Lounsbery, Wolfgang Reitherman, Art Stevens",0.9612404689154856,1414
Gustav Möller,0.9612404689154856,1423
"Don Siegel, Clint Eastwood",0.9612404689154856,1453
Ari Sandel,0.9612404689154856,1454
Pablo Larraín,0.9612404689154856,1456
Bryan Bertino,0.9612404689154856,1458
Christophe Barratier,0.9612404689154856,1465
Anna Boden,0.9612404689154856,1470
"Nicholas Stoller, Doug Sweetland",0.9612404689154856,1474
Susanna Fogel,0.9612404689154856,1517
Vincenzo Natali,0.9612404689154856,1542
Thomas Bezucha,0.9612404689154856,1587
S. Craig Zahler,0.9612404689154856,1592
Ciarán Foy,0.9612404689154856,1593
"Charles Crichton, John Cleese",0.9612404689154856,1600
Sian Heder,0.9612404689154856,1605
"Josh Gordon, Will Speck",0.9612404689154856,1617
Guy Hamilton,0.9612404689154856,1626
Kay Cannon,0.9612404689154856,1638
Jill Culton,0.9612404689154856,1642
Dave Filoni,0.9612404689154856,1670
Nick Moore,0.9612404689154856,1679
Panos Cosmatos,0.9612404689154856,1708
Lawrence Guterman,0.9612404689154856,1722
Gene Stupnitsky,0.9612404689154856,1723
Armando Iannucci,0.9612404689154856,1732
Jason Zada,0.9612404689154856,1767
Bo Welch,0.9612404689154856,1845
Tom Gormican,0.9612404689154856,1858
Colin Strause,0.9612404689154856,1872
John Carl Buechler,0.9612404689154856,1875
Severin Fiala,0.9612404689154856,1915
Boots Riley,0.9612404689154856,1936
Rick Famuyiwa,0.9612404689154856,1942
Jack Bender,0.9612404689154856,1948
Camille Delamarre,0.9612404689154856,1967
Pawel Pawlikowski,0.9612404689154856,1970
Scott Walker,0.9612404689154856,1980
Jane Campion,0.9612404689154856,1987
Shin'ichirô Ushijima,0.9612404689154856,2005
David Blue Garcia,0.9612404689154856,2056
Joby Harold,0.9612404689154856,2057
Anthony Russo,0.9612404689154856,2076
Mark A.Z. Dippé,0.9612404689154856,2077
Howard McCain,0.9612404689154856,2133
Nacho Vigalondo,0.9612404689154856,2156
Bethany Ashton Wolf,0.9612404689154856,2160
William A. Graham,0.9612404689154856,2175
Satoshi Kon,0.9612404689154856,2199
Jeff Tremaine,0.9612404689154856,2206
Cédric Klapisch,0.9612404689154856,2211
Lexi Alexander,0.9612404689154856,2222
Aamir Khan,0.9612404689154856,2224
Mike McCoy,0.9612404689154856,2226
Christopher Morris,0.9612404689154856,2229
Hannes Holm,0.9612404689154856,2235
"Don Bluth, Gary Goldman",0.9612404689154856,2240
Takashi Miike,0.9612404689154856,2247
"Peter Lord, Jeff Newitt",0.9612404689154856,2254
Oliver Hirschbiegel,0.9612404689154856,2267
Chris Kentis,0.9612404689154856,2269
Ana Lily Amirpour,0.9612404689154856,2272
Tony Randel,0.9612404689154856,2274
Alister Grierson,0.9612404689154856,2288
David Moreau,0.9612404689154856,2289
Alfred Hitchcock,0.9612404689154856,2291
Daniel Stamm,0.9612404689154856,2302
Rakeysh Omprakash Mehra,0.9219561707939689,3589
James Orr,0.9044327882490888,3500
Bennett Miller,0.836267160577512,1292
Richard Ayoade,0.8221059802211851,5181
Glenn Ficarra,0.8185775830968701,2577
Arthur Hiller,0.8185775830968701,3044
Mike Bigelow,0.8185775830968701,2400
Forest Whitaker,0.8185775830968701,2402
Desmond Davis,0.8185775830968701,2535
Takeshi Nozue,0.8185775830968701,2557
Duncan Gibbins,0.8185775830968701,2567
Michael McCullers,0.8185775830968701,2577
Christopher Coppola,0.8185775830968701,3083
Carlo Carlei,0.8185775830968701,2588
Alex Cox,0.8185775830968701,2661
Jack Sholder,0.8185775830968701,2821
Jacob Estes,0.8185775830968701,2861
Zoya Akhtar,0.8185775830968701,3058
Alan Metter,0.8185775830968701,3044
Vikas Bahl,0.8185775830968701,3058
Gillies MacKinnon,0.8185775830968701,3061
Avi Nesher,0.8185775830968701,3083
Greg Berlanti,0.8185775830968701,2535
Harry Bradbeer,0.8185775830968701,2588
Scott Waugh,0.8185775830968701,2557
Clay Kaytis,0.8185775830968701,1869
Jim Sharman,0.8185775830968701,1366
James Ward Byrkit,0.8185775830968701,2821
Alfonso Gomez-Rejon,0.8185775830968701,1366
Hany Abu-Assad,0.8185775830968701,3061
Simon Wells,0.8185775830968701,2861
Florian Gallenberger,0.8185775830968701,2400
Wim Wenders,0.8185775830968701,2661
Thurop Van Orman,0.8185775830968701,1869
Troy Nixey,0.8185775830968701,2402
Robert Redford,0.8185775830968701,2567
Jamie Blanks,0.7804914029875973,5302
Patricia Birch,0.7804914029875973,2568
Gary Nelson,0.7804914029875973,2990
Julius Onah,0.7710232878239985,1314
Steve Bendelack,0.7710232878239985,1314
Mel Smith,0.7710232878239985,1314
Caroline Thompson,0.7595056672055139,2870
Bharat Nalluri,0.7590509589523649,2208
Justin Benson,0.7590509589523649,2208
Chris Buck,0.7540593823330052,2628
Parker Finn,0.7493159087936051,2119
Rachel Talalay,0.7493159087936051,2119
Karan Johar,0.7483517389330492,4666
Hoyt Yeatman,0.7468490747320103,3123
Ol Parker,0.7423114974123501,4705
Vincent Ward,0.7415459483825654,4948
Arthur Penn,0.7399257446792933,3123
Dan Trachtenberg,0.7384004259187145,1426
Tod Williams,0.7384004259187145,1426
John Wells,0.7378243320582417,1426
Randa Haines,0.7378042790750965,3059
Nick Castle,0.7377358267335138,3589
Simon Kinberg,0.7357316792462852,3500
Clare Kilner,0.7351688232075948,3163
Lance Hool,0.7346141585890141,5222
James Watkins,0.7346055177149287,5181
Steve Martino,0.7335858983505734,5139
Shane Meadows,0.7329336494570463,3663
"Malcolm D. Lee, David Zucker",0.7329148856643128,5222
"Sam J. Levine, Jared Stern",0.7323637506922476,1292
Nicolas Roeg,0.7315707528157127,5034
Steve Shill,0.7307232615200367,3368
Hugh Hudson,0.7242169686572744,2132
Levan Gabriadze,0.7209325735298079,3652
Jean-François Richet,0.720797761746979,5139
Mark Palansky,0.7196736403684922,5181
"Ted Berman, Richard Rich, Art Stevens",0.7194121817441252,1292
Yann Demange,0.7194121817441252,1292
David Silverman,0.7191925881489538,3368
Michael Tollin,0.7187659128510926,5033
Drake Doremus,0.7180253393001546,3578
"Ethan Maniquis, Robert Rodriguez",0.7180253393001546,3578
Allen Coulter,0.7173300871688275,4903
Robert Wise,0.7173300871688275,4903
Akiva Schaffer,0.7165881023372638,2132
"John Francis Daley, Jonathan Goldstein",0.7160902833812897,3368
Haifaa Al-Mansour,0.7160902833812897,3368
Marc Rocco,0.7151256557453316,4948
Alan Johnson,0.7150506540184485,2132
Zach Braff,0.7141459121045544,2163
"Sergio Pablos, Carlos Martínez López",0.7137745508944259,2132
David Bowers,0.7129856465466536,1220
Blake Harris,0.7120327918693781,4666
Gérard Krawczyk,0.7116941072993733,3589
Susanne Bier,0.7108446387829643,3059
Christophe Gans,0.7105637847496366,4666
"Carlos Saldanha, Chris Wedge",0.7103000667075223,2986
"Judy Morris, Warren Coleman, George Miller",0.7074854262035288,2666
Ethan Coen,0.7074388390624659,2163
Corin Hardy,0.7072141241984912,2628
Anthony Maras,0.7072141241984912,2628
Matt Brown,0.7072141241984912,2628
Michael Davis,0.7070040803750407,1220
David Schwimmer,0.7070040803750407,1220
Mike Hodges,0.7070040803750407,1220
Jonathan Darby,0.7068740549656063,3059
Sean S. Cunningham,0.7058094695978565,3663
Chris Addison,0.7058094695978565,3663
"Aaron Horvath, Michael Jelenic, Pierre Leduc",0.7055316503986206,5034
Dale Launer,0.7055316503986206,5034
Rudy De Luca,0.7050886199577285,1509
Chris Renaud,0.7050886199577285,1509
Daniel Petrie Jr.,0.7035066133659883,4948
Jefery Levy,0.7033470224290865,5034
Jerry Paris,0.7031742180560936,5387
Andy Cadiff,0.7028972338075681,2626
John Luessenhop,0.7020905782944479,3123
Maggie Carey,0.7017622994745599,5034
"Jonathan Dayton, Valerie Faris",0.7016773870594569,3395
Sarah Gavron,0.7016773870594569,3395
"Eric Darnell, Tim Johnson",0.7007018841243268,3395
Will Gluck,0.7003484432466005,3578
"Mike Mitchell, Walt Dohrn",0.6999786386225959,3652
Bradley Parker,0.6999786386225959,3652
Theodore Melfi,0.6997329155920401,5139
David Mirkin,0.6992996332117946,5181
"Peter Lord, Nick Park",0.6989665530093726,3282
Drew Barrymore,0.6985229661964927,4948
Jonathan Dayton,0.6977422877977133,5181
Adrienne Shelly,0.697600435998089,1280
Jerusha Hess,0.697600435998089,1280
Tommy Wiseau,0.6964589762380292,1808
Max Winkler,0.6956779168094077,3395
Robert Stromberg,0.6955524143246844,4666
Stephan Elliott,0.695190730482002,3163
Sean McNamara,0.694311836946399,5139
Mike Leigh,0.6942952094976058,2666
Billy Ray,0.6937031581858718,3163
Charles Shyer,0.6937031581858718,3163
Ryûhei Kitamura,0.6927563714390802,2666
Doug Lefler,0.6927245487792285,3478
"Brad Bird, Jan Pinkava",0.6927245487792285,3478
Scott Speer,0.6927245487792285,3478
Phyllida Lloyd,0.6919305390258935,3589
"Taika Waititi, Jemaine Clement",0.6919305390258935,3589
Hal Needham,0.6916189091578934,1220
Jim Henson,0.690678192697254,1808
"Adil El Arbi, Bilall Fallah",0.690505895454493,3123
Gorô Miyazaki,0.690193748736217,1280
Jennifer Kent,0.6899097477006579,1220
Ry Russo-Young,0.6887969644798748,4685
Gregory Widen,0.6882800424516067,1280
Gregor Jordan,0.6878906786642266,3433
Dennis Feldman,0.6866359524150356,5034
Tony Bancroft,0.6844849206384606,1426
Kelly Reichardt,0.6836157658813865,4666
Charles Martin Smith,0.6823821473429698,4903
Joel Zwick,0.6798916443363103,2132
Michael Lembeck,0.6798916443363103,2132
"Mario Miscione, Aaron Hann",0.6797701751803035,3478
John McNaughton,0.6797701751803035,3478
Nicole Kassell,0.6797701751803035,3478
Will Vinton,0.6795833748771506,5222
Mary Harron,0.6795736463919627,1351
"Guillermo del Toro, Mark Gustafson",0.6788955091606149,4663
Rob Schmidt,0.6784567069374414,3368
Michael Patrick Jann,0.6784567069374414,3368
Luigi Cozzi,0.6753840321844178,5139
Steve Antin,0.6748568575550573,3624
Gerard Johnstone,0.6729982513306064,3059
"Brian Taylor, Mark Neveldine",0.6729982513306064,3059
Jonathan Hensleigh,0.6729801755425819,2132
Hark Tsui,0.6725667236709614,3368
Mabrouk El Mechri,0.6725667236709614,3368
Leonard Nimoy,0.6725667236709614,3368
Stephen J. Anderson,0.6725122487082316,4948
Jake Schreier,0.6704390125568936,3624
"Scott Beck, Bryan Woods",0.6704390125568936,3624
Pitof,0.6703409259033171,3163
Bill Paxton,0.6701651698180241,1351
Don Mancini,0.6700162856881073,1696
Christopher Morahan,0.6699475633228645,2626
Declan Donnellan,0.6690118326564002,3059
Claire Denis,0.6690118326564002,3059
Ken Finkleman,0.6690118326564002,3059
Domee Shi,0.6685722230056887,3123
Terry Hughes,0.6685722230056887,3123
Jean-Paul Rappeneau,0.668398504167265,3578
Juan Solanas,0.667373525541889,1280
Steven R. Monroe,0.667373525541889,1280
Marielle Heller,0.6671950205271227,1509
Ben Falcone,0.6671950205271227,1509
Spike Jonze,0.6665229352964428,2986
Shari Springer Berman,0.6660098698312892,2163
Peter Farrelly,0.6659651859913249,4663
Ava DuVernay,0.664442882168713,3123
Dan Fogelman,0.664442882168713,3123
Olivia Newman,0.663710636285272,3212
Autumn de Wilde,0.6636413893463244,5033
Wayne Kramer,0.6636413893463244,5033
Marcus Raboy,0.6612418315544253,3123
Steven Lisberger,0.6612418315544253,3123
Sergio Leone,0.6606922894752222,1509
Joel Gallen,0.6606922894752222,1509
Gaspar Noé,0.6596491567783389,3589
Reema Kagti,0.6596491567783389,3589
Dan O'Bannon,0.6593808256854978,3123
Andy Serkis,0.6586916703171998,3578
"Roger Allers, Rob Minkoff",0.6585182590472397,3212
Noah Baumbach,0.6579526948523559,1292
Michael Cimino,0.6579526948523559,1292
Jody Hill,0.6579526948523559,1292
Gary McKendry,0.6576186447112876,3624
Tim Roth,0.6573186403853669,2132
Steve 'Spaz' Williams,0.65579940033863,5034
Bob Fosse,0.655229363410684,5034
Nigel Cole,0.6546836584689941,2163
Jon Poll,0.6545144907480139,1292
David Kerr,0.6541186172309105,1426
"Jeff Schaffer, David Mandel, Alec Berg",0.6525273791722304,3059
Joshua Michael Stern,0.6524049069408561,4705
Nick Park,0.6506276916730437,1220
Marc Lawrence,0.648853266886694,1292
Billy Bob Thornton,0.6471509899162246,1351
"Matt Bettinelli-Olpin, Tyler Gillett",0.646949504873879,3478
"Richard Glatzer, Wash Westmoreland",0.646949504873879,3478
Jim Sheridan,0.646949504873879,3478
Etan Cohen,0.6459131360169966,2986
Ted Kotcheff,0.6458525886214899,1280
Christian Duguay,0.6439969824100498,1696
Chris Noonan,0.6436957804794771,1280
"John Lasseter, Joe Ranft",0.641364154407905,5033
John Curran,0.641364154407905,5033
Graham Baker,0.6412251606984479,3059
"Alessandro Carloni, Jennifer Yuh Nelson",0.6411728153486617,3589
Gerard McMurray,0.6411728153486617,3589
Michael Noer,0.6396519243074564,3282
David Robert Mitchell,0.6395446752334929,1509
Troy Miller,0.6395446752334929,1509
Bruce Joel Rubin,0.6395446752334929,1509
Douglas McGrath,0.6392273530660084,3395
Neil Armfield,0.6385040239262242,3282
Pete Travis,0.6380418470564527,1351
Elizabeth Banks,0.6378335776928671,3663
Steve Beck,0.6378335776928671,3663
Sacha Gervasi,0.6378335776928671,3663
Michel Gondry,0.6378335776928671,3663
John Krasinski,0.6376709767638677,1351
Darius Marder,0.6374379551384783,3663
Morgan Spurlock,0.6374379551384783,3663
Charlie Bean,0.6374379551384783,3663
Stanley Tong,0.6374379551384783,3663
Kyle Newman,0.6374379551384783,3663
Daniel Lee,0.6374379551384783,3663
Ringo Lam,0.6374379551384783,3663
Philippe Falardeau,0.6368380205788203,3059
Hallie Meyers-Shyer,0.6368380205788203,3059
Juan Carlos Fresnadillo,0.6351595852998958,4666
Aleksander Bach,0.6346910549451558,2132
Jessie Nelson,0.6346910549451558,2132
Lucia Aniello,0.6338080465423055,3478
"Rodney Rothman, Bob Persichetti, Peter Ramsey",0.6335348144375944,3059
Jon Lucas,0.6335348144375944,3059
Ben Younger,0.6335348144375944,3059
Whit Stillman,0.6334262752134501,5033
Mark Williams,0.6328496195564888,1509
"Charise Castro Smith, Byron Howard, Jared Bush",0.6324754336230206,5222
Newt Arnold,0.6316725086234932,1351
Heitor Dhalia,0.631358448541534,5034
"Patrick Gilmore, Tim Johnson",0.6303792017122006,1220
Terry George,0.6302497194281149,4948
Jeffrey Nachmanoff,0.6302497194281149,4948
"Danny Boyle, Loveleen Tandan",0.6300570557981382,4705
"Chris Renaud, Jonathan del Val",0.6300570557981382,4705
Alexander Witt,0.6298675702574981,3500
"Abby Kohn, Marc Silverstein",0.6298675702574981,3500
"Carlos Saldanha, Michael Thurmeier",0.6293391868316547,1426
"Steve Martino, Michael Thurmeier",0.6293391868316547,1426
Robert B. Weide,0.6293391868316547,1426
Patricia Riggen,0.6275562543434055,4903
William Malone,0.6268231306764364,1426
Susannah Grant,0.6259526418407726,1292
Dominique Othenin-Girard,0.6257347098043663,3163
Paco Cabezas,0.6252699897298346,3478
Steven Shainberg,0.6250384981001317,3500
Rick Rosenthal,0.6250384981001317,3500
John Bruno,0.6250384981001317,3500
Mike Marvin,0.6248920348914997,4663
Larry Leker,0.6248920348914997,4663
Peter Billingsley,0.6248920348914997,4663
Michael Engler,0.623329244383476,5034
Zach Cregger,0.6233177537651836,3578
Breck Eisner,0.6232853653532928,3500
"Jimmy Hayward, Steve Martino",0.6232853653532928,3500
Mark Neveldine,0.6232853653532928,3500
Troy Duffy,0.6232853653532928,3500
Uwe Boll,0.6232853653532928,3500
Gil Junger,0.6232283744754735,4948
Mennan Yapo,0.6229266762999747,3433
David Kellogg,0.6229266762999747,3433
David Jacobson,0.622784635975335,3395
Sidney J. Furie,0.6223834062409249,5387
Darrell Roodt,0.6222924543882224,3589
Ryan Fleck,0.6220513327507499,5139
Henry Bean,0.6220513327507499,5139
"Byron Howard, Jared Bush, Rich Moore",0.6220513327507499,5139
"Kemp Powers, Joaquim Dos Santos, Justin K. Thompson",0.6220513327507499,5139
"Tim Burton, Mike Johnson",0.6220071472928885,2163
Sara Sugarman,0.6219108874082905,4685
Clark Gregg,0.6208627710575878,1292
George Ratliff,0.6208627710575878,1292
Pascal Chaumeil,0.6205414792316322,3282
Pierre Perifel,0.6205414792316322,3282
Miguel Sapochnik,0.6205297812157545,1220
Dean Devlin,0.6197713328266696,1808
Robert Iscove,0.6197713328266696,1808
Nikolaj Arcel,0.6189099237925567,4903
"Joe Dante, Chuck Jones",0.6189099237925567,4903
Peter Webber,0.6189099237925567,4903
Malcolm D. Lee,0.618898667821523,3368
"Ricky Gervais, Matthew Robinson",0.6173887068409857,3212
Robert Lorenz,0.6173887068409857,3212
Kevin Bray,0.6173887068409857,3212
"Tyler Nilson, Michael Schwartz",0.6173887068409857,3212
Buddy Van Horn,0.6173887068409857,3212
Richard Tuggle,0.6173887068409857,3212
Jason Bateman,0.6173361241485216,3578
Steve Kloves,0.6173361241485216,3578
Mike Judge,0.6173325194965142,3578
Christopher Leitch,0.6173325194965142,3578
Joel Edgerton,0.6173325194965142,3578
W.D. Richter,0.6166117777896102,3212
Rupert Goold,0.616481282279059,3059
Kerry Conran,0.6161456150365171,5181
Andrew Niccol,0.6159339683802296,1292
Vince Gilligan,0.6155265896081423,1696
Patrick Tatopoulos,0.6155265896081423,1696
James B. Harris,0.614698614993323,1696
Wally Pfister,0.6142511548303783,1808
Terry Jones,0.6140143012430588,5034
Aneesh Chaganty,0.6140143012430588,5034
Spencer Susser,0.6140143012430588,5034
"Kirk Wise, Gary Trousdale",0.6127022886536905,5181
Tim Miller,0.6117629614557215,4663
Mark Rosman,0.6117629614557215,4663
Lisa Azuelos,0.6117629614557215,4663
"Tom Tykwer, Lana Wachowski, Lilly Wachowski",0.6115642988494434,4948
"James Mather, Steve Saint Leger",0.6115642988494434,4948
Charles Ferguson,0.6110243940300818,1696
Antony Hoffman,0.6107729379614129,4685
David Mamet,0.6107729379614129,4685
Gregory Jacobs,0.6103754522204545,5222
"Allison Anders, Alexandre Rockwell, Robert Rodriguez",0.6103327456669929,3368
Michael Lehmann,0.6103327456669929,3368
Michael Cuesta,0.6100511920360779,3212
Nicolai Fuglsig,0.6100511920360779,3212
Richard Stanley,0.6100511920360779,3212
Demian Lichtenstein,0.6100511920360779,3212
Barbet Schroeder,0.6095774012452941,3433
Kyle Balda,0.6095774012452941,3433
"Espen Sandberg, Joachim Rønning",0.6092867656284235,1280
James Marsh,0.6092867656284235,1280
Jaco Van Dormael,0.6092867656284235,1280
John Crowley,0.6092867656284235,1280
Bobcat Goldthwait,0.6092867656284235,1280
Jimmy Hayward,0.609118724516812,3578
Matthijs van Heijningen Jr.,0.609118724516812,3578
Brian Percival,0.609118724516812,3578
Trey Edward Shults,0.609118724516812,3578
"Elizabeth Banks, Steven Brill, Steve Carr",0.609118724516812,3578
"Chris Renaud, Kyle Balda",0.608127291647306,1808
Pat O'Connor,0.6075221238843809,4666
"Louis Leterrier, Corey Yuen",0.6072869145584605,3163
Rodrigo Cortés,0.6072869145584605,3163
Michael Anderson,0.6067871705953757,1280
Liev Schreiber,0.6067871705953757,1280
Jonathan Milott,0.6067871705953757,1280
Michael Chaves,0.6064897027131352,2163
Mark Mylod,0.6062673986550944,1426
Brian Klugman,0.606057732407932,3663
Reinaldo Marcus Green,0.6055375800874175,5139
Wash Westmoreland,0.6055375800874175,5139
John Maybury,0.6055375800874175,5139
Courtney Solomon,0.6043151038941564,3478
Michael Almereyda,0.6043151038941564,3478
Michael Spierig,0.6043151038941564,3478
Gary Shore,0.6043125330453339,1220
George Scribner,0.6038913292629593,1696
Anna Foerster,0.6037389759838022,4903
Joe Cornish,0.6037389759838022,4903
Peter Cornwell,0.6037389759838022,4903
Nanette Burstein,0.6036851154835061,5387
Michael Sucsy,0.6035863130464313,5139
"Jon Lucas, Scott Moore",0.6035863130464313,5139
Guillermo Arriaga,0.6033776717889735,3433
Stephen Norrington,0.6024776658088526,5222
Justin Baldoni,0.6024776658088526,5222
Stefano Sollima,0.6024776658088526,5222
Trish Sie,0.6024776658088526,5222
Don Siegel,0.6024776658088526,5222
Hugh Wilson,0.6024776658088526,5222
Atom Egoyan,0.6024776658088526,5222
"Jerry Paris, James Signorelli",0.6024776658088526,5222
Angel Manuel Soto,0.6024776658088526,5222
"Glenn Ficarra, John Requa",0.6020762954640657,3395
"Joel Crawford, Januel Mercado",0.6019442362847363,4705
"Jonathan Goldstein, John Francis Daley",0.6019442362847363,4705
Jon S. Baird,0.6019442362847363,4705
Shaka King,0.6019442362847363,4705
Jodie Foster,0.6018608953123349,5139
Jerry Zaks,0.6018608953123349,5139
"Mark Andrews, Brenda Chapman, Steve Purcell",0.6016767331429369,1351
J.B. Rogers,0.6016767331429369,1351
Beeban Kidron,0.6016767331429369,1351
"Mark Osborne, John Stevenson",0.6004433289133655,3624
Josie Rourke,0.6003490829743989,4705
Hideo Nakata,0.6000711760074727,1292
Akiva Goldsman,0.6000711760074727,1292
Roger Christian,0.6000711760074727,1292
Todd Robinson,0.6000711760074727,1292
Olivier Assayas,0.599821037383601,3163
Jean-Pierre Jeunet,0.5994798260359786,4666
Destin Daniel Cretton,0.5992854315743865,2666
Alex Kurtzman,0.5992854315743865,2666
Tom Tykwer,0.5992854315743865,2666
Kurt Wimmer,0.5992854315743865,2666
Stefen Fangmeier,0.5992854315743865,2666
Werner Herzog,0.5992854315743865,2666
Joan Chen,0.5988797835318155,3059
Jim McBride,0.5988797835318155,3059
Josh Cooley,0.5978762831658812,2132
Greg Mottola,0.5978762831658812,2132
Michael Ritchie,0.5977834339293481,3478
Doug Ellin,0.5977834339293481,3478
Marcel Langenegger,0.5976308268655272,5034
