node_id,pagerank,community
Stephen Frears,1.8491782149870224,5222
Stephen Hopkins,1.8491252599148416,4705
Luca Guadagnino,1.847099612363122,2132
Stuart Gordon,1.84288356338155,4705
Bobby Farrelly,1.8355852827931838,1808
Roger Spottiswoode,1.835462032059377,2163
Jan de Bont,1.8166050452943578,3624
Nimród Antal,1.8139965062617012,5033
David McNally,1.8108883658975132,4705
Greg McLean,1.7998500783530182,5222
Gary Ross,1.7988509159847355,3395
John R. Leonetti,1.7924848791064938,5139
Victor Salva,1.7921421414821816,3123
Greta Gerwig,1.7823040379813004,1426
Robert Luketic,1.7817866570313976,4948
Ryan Coogler,1.7805317950087958,3433
Craig Brewer,1.7784665244422375,4685
David Wain,1.7766018327268176,2986
James L. Brooks,1.7742209100758082,3059
Joseph Ruben,1.7564462183148994,4663
Olivier Megaton,1.7554046638783196,3500
Otto Bathurst,1.752613312005823,5033
Todd Haynes,1.7454058613796084,5181
Rian Johnson,1.731119589747031,3663
Peter Howitt,1.7266265049152374,3395
Terry Zwigoff,1.7236330722925017,1351
Mark Dindal,1.717957287466908,4948
"Chris Buck, Jennifer Lee",1.7158521081227203,5139
Nora Ephron,1.7035049716252237,2626
John Cameron Mitchell,1.6956029171027784,3368
Mikael Håfström,1.6771793936074002,1220
Peter Hyams,1.6733179500703246,3368
J Blakeson,1.6678800706364145,4685
Joseph Kosinski,1.6672295545012157,5034
Richard LaGravenese,1.6609614479058912,1280
Steve Oedekerk,1.6602750948073564,3578
Roger Michell,1.6573418074466837,2986
Zal Batmanglij,1.6536362378817984,1292
Jesse Dylan,1.6522848828860905,5139
Paul Schrader,1.6495917622751837,3059
Shane Black,1.6458364267162726,4903
Boaz Yakin,1.6432648929712343,5222
Mark L. Lester,1.6403642009282622,5387
"Michael Spierig, Peter Spierig",1.631167242920463,3282
Neil Burger,1.6308426185117573,1292
Florent-Emilio Siri,1.6267426895077959,5034
Russell Mulcahy,1.6263846996376854,4705
Franco Zeffirelli,1.6244148535248997,5033
Marcus Dunstan,1.6224219389260042,5181
Tate Taylor,1.6153777357185177,3368
Penny Marshall,1.6131855458920081,4948
Bruce Beresford,1.6109695211011914,1351
Jeff Wadlow,1.60970339100566,2132
David Dobkin,1.6063126971006427,2986
Colin Trevorrow,1.6015424980146813,3578
Betty Thomas,1.6009491680651318,3212
Takashi Shimizu,1.5958414075024905,1509
Paul King,1.5957270642370882,5033
David O. Russell,1.5950783595462652,1696
Frank Darabont,1.591670138750688,2132
Robert Eggers,1.5898448027857526,1351
Rob Cohen,1.588662437268433,3059
David Mackenzie,1.5834171498938407,3212
Gavin Hood,1.5831724475658568,3663
Ron Clements,1.5797603848670474,5034
Robert De Niro,1.579165387333018,5034
Burr Steers,1.5731432624971473,5387
Jon Amiel,1.5721009362075642,4685
Chuck Russell,1.5700977601758772,3212
Mark Romanek,1.5686605015755535,1280
Irvin Kershner,1.5673799387961356,3212
Danny DeVito,1.5639709647882134,2163
Chloé Zhao,1.5624091608970516,3059
Paul Haggis,1.5587382812431,3624
J.J. Abrams,1.554909253748268,5034
Ronny Yu,1.5510366440826422,1696
Gary Winick,1.5477629866142484,5034
Taylor Hackford,1.5463651730783003,3059
Peter Chelsom,1.5441482251605922,1426
Jean-Jacques Annaud,1.540718966257303,5033
Michael Haneke,1.5330486436561714,3282
"Lana Wachowski, Lilly Wachowski",1.5328356366970257,3433
"Wolfgang Reitherman, David Hand",1.5324528422433061,3624
Wes Ball,1.5323151636044712,5034
Andrew Stanton,1.5318920121899475,4836
Roar Uthaug,1.5318920121899475,2125
Mike Flanagan,1.5318920121899475,5116
Dennis Gansel,1.5318920121899475,2910
Céline Sciamma,1.5318920121899475,2824
Tom Holland,1.5318920121899475,2085
Shana Feste,1.5318920121899475,2944
John Waters,1.5318920121899475,2590
Marc Caro,1.5318920121899475,2037
Fred Dekker,1.5318920121899475,2732
Richard Benjamin,1.5318920121899475,2927
Walter Salles,1.5318920121899475,2439
Alex Kendrick,1.5318920121899475,2866
Peter Greenaway,1.5318920121899475,3017
Uli Edel,1.5318920121899475,2915
Tyler Perry,1.5318920121899475,3042
Nadia Tass,1.5318920121899475,3090
Glen Morgan,1.5307015796153054,3589
Jared Hess,1.5280038406950298,3589
Joel Coen,1.5266950026927522,4666
Bradley Cooper,1.524091790623031,3123
